region,country,food_category,food_category_type,product_type,consumption,co2_emmission
South America,Argentina,Pork,Other Meat (inc. Fish),Animal,10.51,37.2
South America,Argentina,Poultry,Poultry (inc. Eggs),Animal,38.66,41.53
South America,Argentina,Beef,Beef,Animal,55.48,1712
South America,Argentina,Lamb & Goat,Other Meat (inc. Fish),Animal,1.56,54.63
South America,Argentina,Fish,Other Meat (inc. Fish),Animal,4.36,6.96
South America,Argentina,Eggs,Poultry (inc. Eggs),Animal,11.39,10.46
South America,Argentina,Milk - inc. cheese,Milk (inc. cheese),Animal,195.08,277.87
South America,Argentina,Wheat and Wheat Products,Grains,Plant,103.11,19.66
South America,Argentina,Rice,Grains,Plant,8.77,11.22
South America,Argentina,Soybeans,Legumes,Plant,0,0
South America,Argentina,Nuts inc. Peanut Butter,Legumes,Plant,0.49,0.87
Oceania,Australia,Pork,Other Meat (inc. Fish),Animal,24.14,85.44
Oceania,Australia,Poultry,Poultry (inc. Eggs),Animal,46.12,49.54
Oceania,Australia,Beef,Beef,Animal,33.86,1044.85
Oceania,Australia,Lamb & Goat,Other Meat (inc. Fish),Animal,9.87,345.65
Oceania,Australia,Fish,Other Meat (inc. Fish),Animal,17.69,28.25
Oceania,Australia,Eggs,Poultry (inc. Eggs),Animal,8.51,7.82
Oceania,Australia,Milk - inc. cheese,Milk (inc. cheese),Animal,234.49,334.01
Oceania,Australia,Wheat and Wheat Products,Grains,Plant,70.46,13.44
Oceania,Australia,Rice,Grains,Plant,11.03,14.12
Oceania,Australia,Soybeans,Legumes,Plant,0.19,0.09
Oceania,Australia,Nuts inc. Peanut Butter,Legumes,Plant,8.73,15.45
Europe,Albania,Pork,Other Meat (inc. Fish),Animal,10.88,38.51
Europe,Albania,Poultry,Poultry (inc. Eggs),Animal,13.23,14.21
Europe,Albania,Beef,Beef,Animal,22.5,694.3
Europe,Albania,Lamb & Goat,Other Meat (inc. Fish),Animal,15.32,536.5
Europe,Albania,Fish,Other Meat (inc. Fish),Animal,3.85,6.15
Europe,Albania,Eggs,Poultry (inc. Eggs),Animal,12.45,11.44
Europe,Albania,Milk - inc. cheese,Milk (inc. cheese),Animal,303.72,432.62
Europe,Albania,Wheat and Wheat Products,Grains,Plant,138.64,26.44
Europe,Albania,Rice,Grains,Plant,7.78,9.96
Europe,Albania,Soybeans,Legumes,Plant,0,0
Europe,Albania,Nuts inc. Peanut Butter,Legumes,Plant,4.36,7.72
Europe,Iceland,Pork,Other Meat (inc. Fish),Animal,21.69,76.77
Europe,Iceland,Poultry,Poultry (inc. Eggs),Animal,26.87,28.86
Europe,Iceland,Beef,Beef,Animal,13.36,412.26
Europe,Iceland,Lamb & Goat,Other Meat (inc. Fish),Animal,21.12,739.62
Europe,Iceland,Fish,Other Meat (inc. Fish),Animal,74.41,118.81
Europe,Iceland,Eggs,Poultry (inc. Eggs),Animal,8.24,7.57
Europe,Iceland,Milk - inc. cheese,Milk (inc. cheese),Animal,225.82,321.66
Europe,Iceland,Wheat and Wheat Products,Grains,Plant,72.92,13.91
Europe,Iceland,Rice,Grains,Plant,3.89,4.98
Europe,Iceland,Soybeans,Legumes,Plant,0.11,0.05
Europe,Iceland,Nuts inc. Peanut Butter,Legumes,Plant,3.88,6.87
Oceania,New Zealand,Pork,Other Meat (inc. Fish),Animal,22.29,78.9
Oceania,New Zealand,Poultry,Poultry (inc. Eggs),Animal,34.98,37.58
Oceania,New Zealand,Beef,Beef,Animal,22.49,693.99
Oceania,New Zealand,Lamb & Goat,Other Meat (inc. Fish),Animal,18.91,662.23
Oceania,New Zealand,Fish,Other Meat (inc. Fish),Animal,20.36,32.51
Oceania,New Zealand,Eggs,Poultry (inc. Eggs),Animal,9.91,9.1
Oceania,New Zealand,Milk - inc. cheese,Milk (inc. cheese),Animal,137.25,195.5
Oceania,New Zealand,Wheat and Wheat Products,Grains,Plant,76.91,14.67
Oceania,New Zealand,Rice,Grains,Plant,9.16,11.72
Oceania,New Zealand,Soybeans,Legumes,Plant,0.44,0.2
Oceania,New Zealand,Nuts inc. Peanut Butter,Legumes,Plant,8.22,14.55
North America,USA,Pork,Other Meat (inc. Fish),Animal,27.64,97.83
North America,USA,Poultry,Poultry (inc. Eggs),Animal,50.01,53.72
North America,USA,Beef,Beef,Animal,36.24,1118.29
North America,USA,Lamb & Goat,Other Meat (inc. Fish),Animal,0.43,15.06
North America,USA,Fish,Other Meat (inc. Fish),Animal,12.35,19.72
North America,USA,Eggs,Poultry (inc. Eggs),Animal,14.58,13.39
North America,USA,Milk - inc. cheese,Milk (inc. cheese),Animal,254.69,362.78
North America,USA,Wheat and Wheat Products,Grains,Plant,80.43,15.34
North America,USA,Rice,Grains,Plant,6.88,8.8
North America,USA,Soybeans,Legumes,Plant,0.04,0.02
North America,USA,Nuts inc. Peanut Butter,Legumes,Plant,7.86,13.91
South America,Uruguay,Pork,Other Meat (inc. Fish),Animal,16.84,59.61
South America,Uruguay,Poultry,Poultry (inc. Eggs),Animal,27.45,29.49
South America,Uruguay,Beef,Beef,Animal,29.1,897.96
South America,Uruguay,Lamb & Goat,Other Meat (inc. Fish),Animal,8.23,288.21
South America,Uruguay,Fish,Other Meat (inc. Fish),Animal,6.53,10.43
South America,Uruguay,Eggs,Poultry (inc. Eggs),Animal,13.14,12.07
South America,Uruguay,Milk - inc. cheese,Milk (inc. cheese),Animal,210.54,299.89
South America,Uruguay,Wheat and Wheat Products,Grains,Plant,109.31,20.85
South America,Uruguay,Rice,Grains,Plant,11.5,14.72
South America,Uruguay,Soybeans,Legumes,Plant,0.01,0
South America,Uruguay,Nuts inc. Peanut Butter,Legumes,Plant,0.95,1.68
Europe,Luxembourg,Pork,Other Meat (inc. Fish),Animal,43.58,154.25
Europe,Luxembourg,Poultry,Poultry (inc. Eggs),Animal,21.37,22.96
Europe,Luxembourg,Beef,Beef,Animal,29.88,922.03
Europe,Luxembourg,Lamb & Goat,Other Meat (inc. Fish),Animal,1.67,58.48
Europe,Luxembourg,Fish,Other Meat (inc. Fish),Animal,23.09,36.87
Europe,Luxembourg,Eggs,Poultry (inc. Eggs),Animal,14.64,13.45
Europe,Luxembourg,Milk - inc. cheese,Milk (inc. cheese),Animal,255.3,363.65
Europe,Luxembourg,Wheat and Wheat Products,Grains,Plant,103.2,19.68
Europe,Luxembourg,Rice,Grains,Plant,4.2,5.37
Europe,Luxembourg,Soybeans,Legumes,Plant,0.04,0.02
Europe,Luxembourg,Nuts inc. Peanut Butter,Legumes,Plant,0.93,1.65
South America,Brazil,Pork,Other Meat (inc. Fish),Animal,12.6,44.6
South America,Brazil,Poultry,Poultry (inc. Eggs),Animal,45,48.34
South America,Brazil,Beef,Beef,Animal,39.25,1211.17
South America,Brazil,Lamb & Goat,Other Meat (inc. Fish),Animal,0.62,21.71
South America,Brazil,Fish,Other Meat (inc. Fish),Animal,10.01,15.98
South America,Brazil,Eggs,Poultry (inc. Eggs),Animal,8.98,8.25
South America,Brazil,Milk - inc. cheese,Milk (inc. cheese),Animal,149.28,212.63
South America,Brazil,Wheat and Wheat Products,Grains,Plant,53,10.11
South America,Brazil,Rice,Grains,Plant,32.13,41.12
South America,Brazil,Soybeans,Legumes,Plant,3.62,1.63
South America,Brazil,Nuts inc. Peanut Butter,Legumes,Plant,0.67,1.19
Asia,Kazakhstan,Pork,Other Meat (inc. Fish),Animal,10.36,36.67
Asia,Kazakhstan,Poultry,Poultry (inc. Eggs),Animal,18.38,19.74
Asia,Kazakhstan,Beef,Beef,Animal,23.38,721.46
Asia,Kazakhstan,Lamb & Goat,Other Meat (inc. Fish),Animal,9.56,334.79
Asia,Kazakhstan,Fish,Other Meat (inc. Fish),Animal,5.21,8.32
Asia,Kazakhstan,Eggs,Poultry (inc. Eggs),Animal,8.29,7.62
Asia,Kazakhstan,Milk - inc. cheese,Milk (inc. cheese),Animal,288.12,410.4
Asia,Kazakhstan,Wheat and Wheat Products,Grains,Plant,92.31,17.6
Asia,Kazakhstan,Rice,Grains,Plant,7.32,9.37
Asia,Kazakhstan,Soybeans,Legumes,Plant,0.03,0.01
Asia,Kazakhstan,Nuts inc. Peanut Butter,Legumes,Plant,5.14,9.1
Europe,Sweden,Pork,Other Meat (inc. Fish),Animal,37,130.96
Europe,Sweden,Poultry,Poultry (inc. Eggs),Animal,16.64,17.87
Europe,Sweden,Beef,Beef,Animal,24.58,758.49
Europe,Sweden,Lamb & Goat,Other Meat (inc. Fish),Animal,1.41,49.38
Europe,Sweden,Fish,Other Meat (inc. Fish),Animal,23.86,38.1
Europe,Sweden,Eggs,Poultry (inc. Eggs),Animal,13.37,12.28
Europe,Sweden,Milk - inc. cheese,Milk (inc. cheese),Animal,341.23,486.05
Europe,Sweden,Wheat and Wheat Products,Grains,Plant,79.59,15.18
Europe,Sweden,Rice,Grains,Plant,5.96,7.63
Europe,Sweden,Soybeans,Legumes,Plant,0.13,0.06
Europe,Sweden,Nuts inc. Peanut Butter,Legumes,Plant,6.23,11.03
North America,Bermuda,Pork,Other Meat (inc. Fish),Animal,28.24,99.96
North America,Bermuda,Poultry,Poultry (inc. Eggs),Animal,32.62,35.04
North America,Bermuda,Beef,Beef,Animal,33.15,1022.94
North America,Bermuda,Lamb & Goat,Other Meat (inc. Fish),Animal,2.71,94.9
North America,Bermuda,Fish,Other Meat (inc. Fish),Animal,33.22,53.04
North America,Bermuda,Eggs,Poultry (inc. Eggs),Animal,14.92,13.71
North America,Bermuda,Milk - inc. cheese,Milk (inc. cheese),Animal,95.56,136.12
North America,Bermuda,Wheat and Wheat Products,Grains,Plant,54.88,10.47
North America,Bermuda,Rice,Grains,Plant,5.38,6.88
North America,Bermuda,Soybeans,Legumes,Plant,0.22,0.1
North America,Bermuda,Nuts inc. Peanut Butter,Legumes,Plant,5.72,10.12
Europe,Denmark,Pork,Other Meat (inc. Fish),Animal,24.87,88.03
Europe,Denmark,Poultry,Poultry (inc. Eggs),Animal,26.75,28.73
Europe,Denmark,Beef,Beef,Animal,28.46,878.22
Europe,Denmark,Lamb & Goat,Other Meat (inc. Fish),Animal,0.92,32.22
Europe,Denmark,Fish,Other Meat (inc. Fish),Animal,16.49,26.33
Europe,Denmark,Eggs,Poultry (inc. Eggs),Animal,15.35,14.1
Europe,Denmark,Milk - inc. cheese,Milk (inc. cheese),Animal,277.3,394.99
Europe,Denmark,Wheat and Wheat Products,Grains,Plant,98,18.69
Europe,Denmark,Rice,Grains,Plant,4.96,6.35
Europe,Denmark,Soybeans,Legumes,Plant,0.03,0.01
Europe,Denmark,Nuts inc. Peanut Butter,Legumes,Plant,5.94,10.51
Europe,Finland,Pork,Other Meat (inc. Fish),Animal,36.14,127.92
Europe,Finland,Poultry,Poultry (inc. Eggs),Animal,19.87,21.34
Europe,Finland,Beef,Beef,Animal,19.22,593.09
Europe,Finland,Lamb & Goat,Other Meat (inc. Fish),Animal,0.53,18.56
Europe,Finland,Fish,Other Meat (inc. Fish),Animal,33.8,53.97
Europe,Finland,Eggs,Poultry (inc. Eggs),Animal,9.55,8.77
Europe,Finland,Milk - inc. cheese,Milk (inc. cheese),Animal,430.76,613.57
Europe,Finland,Wheat and Wheat Products,Grains,Plant,81.99,15.64
Europe,Finland,Rice,Grains,Plant,4.42,5.66
Europe,Finland,Soybeans,Legumes,Plant,0.08,0.04
Europe,Finland,Nuts inc. Peanut Butter,Legumes,Plant,3.43,6.07
Europe,Ireland,Pork,Other Meat (inc. Fish),Animal,32.4,114.68
Europe,Ireland,Poultry,Poultry (inc. Eggs),Animal,26.26,28.21
Europe,Ireland,Beef,Beef,Animal,22.35,689.67
Europe,Ireland,Lamb & Goat,Other Meat (inc. Fish),Animal,4.1,143.58
Europe,Ireland,Fish,Other Meat (inc. Fish),Animal,17.39,27.77
Europe,Ireland,Eggs,Poultry (inc. Eggs),Animal,8.96,8.23
Europe,Ireland,Milk - inc. cheese,Milk (inc. cheese),Animal,291.86,415.73
Europe,Ireland,Wheat and Wheat Products,Grains,Plant,107.98,20.59
Europe,Ireland,Rice,Grains,Plant,3,3.84
Europe,Ireland,Soybeans,Legumes,Plant,0.25,0.11
Europe,Ireland,Nuts inc. Peanut Butter,Legumes,Plant,4.1,7.26
Europe,Greece,Pork,Other Meat (inc. Fish),Animal,28.31,100.2
Europe,Greece,Poultry,Poultry (inc. Eggs),Animal,15.74,16.91
Europe,Greece,Beef,Beef,Animal,16.1,496.81
Europe,Greece,Lamb & Goat,Other Meat (inc. Fish),Animal,12.47,436.7
Europe,Greece,Fish,Other Meat (inc. Fish),Animal,14.42,23.02
Europe,Greece,Eggs,Poultry (inc. Eggs),Animal,10.13,9.31
Europe,Greece,Milk - inc. cheese,Milk (inc. cheese),Animal,255.26,363.59
Europe,Greece,Wheat and Wheat Products,Grains,Plant,124.04,23.65
Europe,Greece,Rice,Grains,Plant,6.64,8.5
Europe,Greece,Soybeans,Legumes,Plant,0.02,0.01
Europe,Greece,Nuts inc. Peanut Butter,Legumes,Plant,10.5,18.59
Europe,France,Pork,Other Meat (inc. Fish),Animal,33.05,116.98
Europe,France,Poultry,Poultry (inc. Eggs),Animal,22.93,24.63
Europe,France,Beef,Beef,Animal,23.81,734.73
Europe,France,Lamb & Goat,Other Meat (inc. Fish),Animal,3.28,114.87
Europe,France,Fish,Other Meat (inc. Fish),Animal,22.91,36.58
Europe,France,Eggs,Poultry (inc. Eggs),Animal,13.13,12.06
Europe,France,Milk - inc. cheese,Milk (inc. cheese),Animal,241.31,343.72
Europe,France,Wheat and Wheat Products,Grains,Plant,108.43,20.68
Europe,France,Rice,Grains,Plant,4.88,6.24
Europe,France,Soybeans,Legumes,Plant,0.05,0.02
Europe,France,Nuts inc. Peanut Butter,Legumes,Plant,5.39,9.54
Europe,Canada,Pork,Other Meat (inc. Fish),Animal,22.81,80.74
Europe,Canada,Poultry,Poultry (inc. Eggs),Animal,36.68,39.4
Europe,Canada,Beef,Beef,Animal,30.25,933.45
Europe,Canada,Lamb & Goat,Other Meat (inc. Fish),Animal,0.97,33.97
Europe,Canada,Fish,Other Meat (inc. Fish),Animal,14.56,23.25
Europe,Canada,Eggs,Poultry (inc. Eggs),Animal,12.95,11.9
Europe,Canada,Milk - inc. cheese,Milk (inc. cheese),Animal,187.77,267.46
Europe,Canada,Wheat and Wheat Products,Grains,Plant,84.96,16.2
Europe,Canada,Rice,Grains,Plant,12.65,16.19
Europe,Canada,Soybeans,Legumes,Plant,0.94,0.42
Europe,Canada,Nuts inc. Peanut Butter,Legumes,Plant,8.01,14.18
Europe,Norway,Pork,Other Meat (inc. Fish),Animal,23.51,83.21
Europe,Norway,Poultry,Poultry (inc. Eggs),Animal,21.01,22.57
Europe,Norway,Beef,Beef,Animal,19.83,611.91
Europe,Norway,Lamb & Goat,Other Meat (inc. Fish),Animal,5.34,187.01
Europe,Norway,Fish,Other Meat (inc. Fish),Animal,38.18,60.96
Europe,Norway,Eggs,Poultry (inc. Eggs),Animal,11.41,10.48
Europe,Norway,Milk - inc. cheese,Milk (inc. cheese),Animal,261.34,372.25
Europe,Norway,Wheat and Wheat Products,Grains,Plant,97.12,18.52
Europe,Norway,Rice,Grains,Plant,4.36,5.58
Europe,Norway,Soybeans,Legumes,Plant,0.11,0.05
Europe,Norway,Nuts inc. Peanut Butter,Legumes,Plant,5.28,9.35
Asia,Hong Kong SAR. China,Pork,Other Meat (inc. Fish),Animal,67.11,237.54
Asia,Hong Kong SAR. China,Poultry,Poultry (inc. Eggs),Animal,54.86,58.93
Asia,Hong Kong SAR. China,Beef,Beef,Animal,25.82,796.75
Asia,Hong Kong SAR. China,Lamb & Goat,Other Meat (inc. Fish),Animal,2.22,77.74
Asia,Hong Kong SAR. China,Fish,Other Meat (inc. Fish),Animal,42.44,67.76
Asia,Hong Kong SAR. China,Eggs,Poultry (inc. Eggs),Animal,14.5,13.32
Asia,Hong Kong SAR. China,Milk - inc. cheese,Milk (inc. cheese),Animal,105.85,150.77
Asia,Hong Kong SAR. China,Wheat and Wheat Products,Grains,Plant,53.14,10.13
Asia,Hong Kong SAR. China,Rice,Grains,Plant,43.48,55.64
Asia,Hong Kong SAR. China,Soybeans,Legumes,Plant,2.79,1.26
Asia,Hong Kong SAR. China,Nuts inc. Peanut Butter,Legumes,Plant,13.81,24.44
Oceania,French Polynesia,Pork,Other Meat (inc. Fish),Animal,14.75,52.21
Oceania,French Polynesia,Poultry,Poultry (inc. Eggs),Animal,49.55,53.23
Oceania,French Polynesia,Beef,Beef,Animal,30.9,953.51
Oceania,French Polynesia,Lamb & Goat,Other Meat (inc. Fish),Animal,2.83,99.11
Oceania,French Polynesia,Fish,Other Meat (inc. Fish),Animal,38.95,62.19
Oceania,French Polynesia,Eggs,Poultry (inc. Eggs),Animal,8.75,8.04
Oceania,French Polynesia,Milk - inc. cheese,Milk (inc. cheese),Animal,93.56,133.27
Oceania,French Polynesia,Wheat and Wheat Products,Grains,Plant,68.67,13.1
Oceania,French Polynesia,Rice,Grains,Plant,35.59,45.54
Oceania,French Polynesia,Soybeans,Legumes,Plant,0.77,0.35
Oceania,French Polynesia,Nuts inc. Peanut Butter,Legumes,Plant,2.34,4.14
Europe,Israel,Pork,Other Meat (inc. Fish),Animal,1.99,7.04
Europe,Israel,Poultry,Poultry (inc. Eggs),Animal,62.5,67.14
Europe,Israel,Beef,Beef,Animal,28.78,888.09
Europe,Israel,Lamb & Goat,Other Meat (inc. Fish),Animal,1.87,65.49
Europe,Israel,Fish,Other Meat (inc. Fish),Animal,22.18,35.41
Europe,Israel,Eggs,Poultry (inc. Eggs),Animal,11.35,10.43
Europe,Israel,Milk - inc. cheese,Milk (inc. cheese),Animal,193.6,275.76
Europe,Israel,Wheat and Wheat Products,Grains,Plant,110.86,21.14
Europe,Israel,Rice,Grains,Plant,16.81,21.51
Europe,Israel,Soybeans,Legumes,Plant,0.1,0.05
Europe,Israel,Nuts inc. Peanut Butter,Legumes,Plant,7.71,13.65
Europe,Switzerland,Pork,Other Meat (inc. Fish),Animal,31.49,111.46
Europe,Switzerland,Poultry,Poultry (inc. Eggs),Animal,16.38,17.6
Europe,Switzerland,Beef,Beef,Animal,21.26,656.04
Europe,Switzerland,Lamb & Goat,Other Meat (inc. Fish),Animal,1.42,49.73
Europe,Switzerland,Fish,Other Meat (inc. Fish),Animal,13.48,21.52
Europe,Switzerland,Eggs,Poultry (inc. Eggs),Animal,10.53,9.67
Europe,Switzerland,Milk - inc. cheese,Milk (inc. cheese),Animal,318.69,453.94
Europe,Switzerland,Wheat and Wheat Products,Grains,Plant,89.51,17.07
Europe,Switzerland,Rice,Grains,Plant,2.43,3.11
Europe,Switzerland,Soybeans,Legumes,Plant,0.44,0.2
Europe,Switzerland,Nuts inc. Peanut Butter,Legumes,Plant,9.27,16.41
Europe,Netherlands,Pork,Other Meat (inc. Fish),Animal,36.36,128.7
Europe,Netherlands,Poultry,Poultry (inc. Eggs),Animal,23.9,25.67
Europe,Netherlands,Beef,Beef,Animal,17.67,545.26
Europe,Netherlands,Lamb & Goat,Other Meat (inc. Fish),Animal,0.94,32.92
Europe,Netherlands,Fish,Other Meat (inc. Fish),Animal,18.64,29.76
Europe,Netherlands,Eggs,Poultry (inc. Eggs),Animal,14.03,12.89
Europe,Netherlands,Milk - inc. cheese,Milk (inc. cheese),Animal,341.47,486.39
Europe,Netherlands,Wheat and Wheat Products,Grains,Plant,70.17,13.38
Europe,Netherlands,Rice,Grains,Plant,2.93,3.75
Europe,Netherlands,Soybeans,Legumes,Plant,0.12,0.05
Europe,Netherlands,Nuts inc. Peanut Butter,Legumes,Plant,7.94,14.05
Asia,Kuwait,Pork,Other Meat (inc. Fish),Animal,0,0
Asia,Kuwait,Poultry,Poultry (inc. Eggs),Animal,53.61,57.59
Asia,Kuwait,Beef,Beef,Animal,13.03,402.08
Asia,Kuwait,Lamb & Goat,Other Meat (inc. Fish),Animal,15.61,546.66
Asia,Kuwait,Fish,Other Meat (inc. Fish),Animal,11.99,19.14
Asia,Kuwait,Eggs,Poultry (inc. Eggs),Animal,12.6,11.57
Asia,Kuwait,Milk - inc. cheese,Milk (inc. cheese),Animal,157.66,224.57
Asia,Kuwait,Wheat and Wheat Products,Grains,Plant,96.76,18.45
Asia,Kuwait,Rice,Grains,Plant,43.83,56.09
Asia,Kuwait,Soybeans,Legumes,Plant,0.06,0.03
Asia,Kuwait,Nuts inc. Peanut Butter,Legumes,Plant,5.23,9.26
Europe,United Kingdom,Pork,Other Meat (inc. Fish),Animal,25.79,91.28
Europe,United Kingdom,Poultry,Poultry (inc. Eggs),Animal,31.55,33.89
Europe,United Kingdom,Beef,Beef,Animal,18.12,559.15
Europe,United Kingdom,Lamb & Goat,Other Meat (inc. Fish),Animal,4.49,157.24
